domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.zeit.de,0.004133416458852867,0.14265188884715033,0.02175394846217789,0.07575242479843726,401.0
www.stern.de,0.030303162931839402,0.2574764890777329,0.08296495681605975,0.1478945039145014,272.0
www.spiegel.de,0.06628043713122246,0.17541512144314017,0.12058568104379623,0.13750116033105297,191.0
www.handelsblatt.com,0.07269530244530244,0.21878431009115018,0.048007722007722006,0.09560527208820152,185.0
www.sueddeutsche.de,0.02220434327577184,0.2500738120089739,0.07720172684458398,0.1531484959731171,182.0
www.morgenpost.de,0.010571669071669069,0.18013739804623896,0.06494612794612795,0.10177627601003154,165.0
www.tagesschau.de,0.01426293356848912,0.22039606474799528,0.0742063492063492,0.1462952971686671,162.0
www.welt.de,0.049130418192918184,0.22751251657231733,0.06501628001628001,0.09454939962360659,156.0
www.faz.net,0.029590199716250133,0.2011398574889744,0.06156829398426037,0.10032900732313174,119.0
www.n-tv.de,0.044296791638534755,0.22648061326573474,0.08782890503991421,0.1454974758096877,109.0
www.wiwo.de,0.028688271604938267,0.21077643565225046,0.08817423574368019,0.11823436536309195,108.0
www.focus.de,0.028338779956427012,0.26567552475071343,0.09885426392779334,0.16974800225969502,102.0
www.nzz.ch,0.026578818725557854,0.15440531706153265,0.06162640901771337,0.09931431344954791,69.0
www.tagesspiegel.de,0.0593121693121693,0.21079104259736198,0.10487692661605705,0.14946929837727474,69.0
taz.de,0.041953502415458935,0.19135097548235896,0.06689958592132504,0.13706245106846746,46.0
www.bild.de,0.08501234567901234,0.27322215698281577,0.03888888888888889,0.100252207210141,45.0
www.heise.de,0.027029220779220778,0.21346837780357855,0.06166666666666667,0.12338570017531181,44.0
www.diepresse.com,0.04779279279279279,0.24334185372594988,0.08539253539253538,0.1720650315507644,37.0
orf.at,0.017380952380952375,0.1848653836823801,0.07452380952380952,0.14550653660303725,35.0
www.dw.com,0.02855098605098605,0.18211110000011968,0.05315055315055315,0.10522038564818402,33.0
www.golem.de,0.0687012987012987,0.07234177120366132,0.02056277056277056,0.05313589880477311,22.0
www.manager-magazin.de,0.008107492997198873,0.2441419549133446,0.07794117647058824,0.18533334214980934,17.0
winfuture.de,0.06552083333333332,0.3141117510212402,0.09375,0.16351180725290487,16.0
stadt-bremerhaven.de,0.13369841269841268,0.39200479446217273,0.013333333333333334,0.05163977794943223,15.0
de.rt.com,0.004166666666666667,0.1882761712662191,0.015000000000000001,0.03986584646393093,15.0
www.brigitte.de,0.17317307692307693,0.2427494623271367,0.02564102564102564,0.09245003270420485,13.0
www.businessinsider.de,-0.0753968253968254,0.2744385459353094,0.03333333333333333,0.11547005383792516,12.0
de.euronews.com,-0.0030303030303030294,0.1677991825265119,0.04545454545454545,0.10777829844714387,11.0
t3n.de,0.15686147186147187,0.22411187323615284,0.13922077922077922,0.17408357686370982,11.0
www.t-online.de,-0.05266666666666666,0.187709060404725,0.0375,0.11858541225631422,10.0
www.chip.de,-0.05143518518518518,0.250910417895794,0.12804232804232804,0.12592502278365386,9.0
www.freitag.de,-0.048958333333333326,0.28990111888393727,0.05572916666666667,0.07171847172456992,8.0
www.basicthinking.de,0.11142857142857143,0.20061809252312973,0.047619047619047616,0.12598815766974242,7.0
www.jungewelt.de,-0.03935185185185186,0.2990025427586389,0.0787037037037037,0.12224326418195844,6.0
www.prnewswire.com,0.1361111111111111,0.2140655835814671,0.0,0.0,6.0
www.giga.de,0.28523809523809524,0.29549911656578004,0.05714285714285714,0.12777531299998798,5.0
www.fitforfun.de,0.07557142857142858,0.1981502899694219,0.16857142857142854,0.13069672013123063,5.0
www.kicker.de,0.10357142857142856,0.09669275979057773,0.14801587301587302,0.15880206704529512,5.0
www.computerbase.de,0.0,0.1649915822768611,0.16666666666666666,0.28867513459481287,5.0
www.der-postillon.com,0.19607142857142854,0.0790744181479837,0.15357142857142855,0.1193745510848607,5.0
vorarlberg.orf.at,0.04791666666666666,0.17245168405479064,0.08571428571428572,0.10168645954315536,4.0
tirol.orf.at,-0.07041666666666666,0.18181377835576706,0.10416666666666667,0.20833333333333334,4.0
www.finanzen.net,0.016666666666666663,0.3156416158075953,0.0,0.0,4.0
www.computerwoche.de,0.06999999999999999,0.24752104287649299,0.05,0.1,4.0
www.ndr.de,-0.07166666666666667,0.12197449642354659,0.0,0.0,4.0
noe.orf.at,-0.14125000000000001,0.24112151155243974,0.075,0.15,4.0
kaernten.orf.at,-0.029761904761904767,0.17127969726116857,0.08035714285714285,0.11800135477142268,4.0
hallespektrum.de,0.018750000000000003,0.2882237267586877,0.175,0.2179449471770337,4.0
burgenland.orf.at,0.1819047619047619,0.12437234710989246,0.06785714285714287,0.09431096343018266,4.0
www.deutsche-startups.de,0.18333333333333335,0.014433756729740661,0.0,0.0,3.0
praxistipps.chip.de,0.2425132275132275,0.2869220102099013,0.082010582010582,0.09795507186017786,3.0
www.cio.de,-0.06111111111111111,0.1988392240908142,0.09999999999999999,0.17320508075688773,3.0
www.autobild.de,0.09047619047619047,0.15670935878004127,0.06666666666666667,0.11547005383792516,3.0
salzburg.orf.at,0.20166666666666666,0.2385546757733609,0.08333333333333333,0.14433756729740646,3.0
wien.orf.at,0.05777777777777777,0.2582275769190453,0.06666666666666667,0.11547005383792516,3.0
steiermark.orf.at,0.15555555555555556,0.08221471437193745,0.273015873015873,0.06756760842473893,3.0
weather.com,-0.14666666666666664,0.1501110699893027,0.125,0.21650635094610965,3.0
versicherungswirtschaft-heute.de,0.18888888888888888,0.32716515254078793,0.05555555555555555,0.09622504486493763,3.0
www.googlewatchblog.de,0.25416666666666665,0.11195857368787002,0.0,0.0,2.0
www.transfermarkt.de,0.0,0.0,0.0,0.0,2.0
www.spektrum.de,0.075,0.10606601717798213,0.08333333333333333,0.11785113019775792,2.0
netzpolitik.org,-0.10833333333333334,0.20034692133618845,0.041666666666666664,0.05892556509887896,2.0
oesterreich.orf.at,0.10499999999999998,0.14849242404917495,0.13333333333333333,0.04714045207910316,2.0
www.computerbild.de,0.15,0.08249579113843056,0.0,0.0,2.0
sport.orf.at,0.0,0.0,0.0,0.0,2.0
sz-magazin.sueddeutsche.de,0.009374999999999994,0.2695844603273712,0.015625,0.02209708691207961,2.0
www.dealdoktor.de,0.0,0.0,0.07142857142857142,0.10101525445522107,2.0
'Inflation',0.0,0.0,0.0,0.0,2.0
www.bz-berlin.de,-0.03333333333333333,0.18856180831641264,0.0,0.0,2.0
web.de,-0.2125,0.19445436482630055,0.0,0.0,2.0
bildblog.de,0.0,1.0,0.0,1.0,1.0
www.wissenschaft.de,0.0,1.0,0.0,1.0,1.0
de.nachrichten.yahoo.com,0.0,1.0,0.0,1.0,1.0
www.waz.de,0.0,1.0,0.0,1.0,1.0
www.tz.de,0.0,1.0,0.0,1.0,1.0
www.tvmovie.de,0.0,1.0,0.0,1.0,1.0
www.saechsische.de,0.0,1.0,0.0,1.0,1.0
efahrer.chip.de,0.0,1.0,0.0,1.0,1.0
etailment.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
www.swr.de,0.0,1.0,0.0,1.0,1.0
futurezone.at,0.0,1.0,0.0,1.0,1.0
help.orf.at,0.0,1.0,0.0,1.0,1.0
meedia.de,0.0,1.0,0.0,1.0,1.0
www.zdf.de,0.0,1.0,0.0,1.0,1.0
www.globenewswire.com,0.0,1.0,0.0,1.0,1.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
www.dwdl.de,0.0,1.0,0.0,1.0,1.0
www.merkur.de,0.0,1.0,0.0,1.0,1.0
www.ifun.de,0.0,1.0,0.0,1.0,1.0
www.fr.de,0.0,1.0,0.0,1.0,1.0
science.orf.at,0.0,1.0,0.0,1.0,1.0
www.kreiszeitung.de,0.0,1.0,0.0,1.0,1.0
www.abendblatt.de,0.0,1.0,0.0,1.0,1.0
www.mdr.de,0.0,1.0,0.0,1.0,1.0
www.mobiflip.de,0.0,1.0,0.0,1.0,1.0
www.perlentaucher.de,0.0,1.0,0.0,1.0,1.0
www.br.de,0.0,1.0,0.0,1.0,1.0
www.msn.com,0.0,1.0,0.0,1.0,1.0
ooe.orf.at,0.0,1.0,0.0,1.0,1.0
www.fashionbeans.com,0.0,1.0,0.0,1.0,1.0
www.nordkurier.de,0.0,1.0,0.0,1.0,1.0
oe3.orf.at,0.0,1.0,0.0,1.0,1.0
'Energiekrise',0.0,1.0,0.0,1.0,1.0
